ID_Individu,Departement,Milieu,Genre,Tranche_Age,Age,Niveau_Education,Secteur_Activite,Revenu_Mensuel_HTG,Possede_Telephone,Possede_Smartphone,Acces_Internet,Acte_Naissance,CIN_Carte_Identite,NIF_Matricule_Fiscal,Titre_Propriete,Statut_Logement,Source_Energie,Implique_Agriculture,Niveau_Inclusion_Financiere,Compte_Bancaire,Credit_Formel,Montant_Credit_Formel_HTG,Credit_Informel,Epargne_Formelle,Membre_Tontine_Sol,Mobile_Money,Planification_Financiere,Controle_Depenses,Manque_Argent_Frequent,Raison_Principale_Manque_Argent,Besoin_Education_Financiere,Jamais_Eu_Credit_Formel,Poids_Sondage,Cluster,Profil,X_pca_PC1,X_pca_PC2,X_pca_PC3
HTI2018_0878,Aire Métropolitaine,Urbain,Femme,25-34,31,Primaire,Sans activité/Ménage,1009,Non,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Non,Jamais,Contrôle total,Oui,Frais de scolarité,Comment épargner,Oui,3.1204,4,Ménages sans revenus,-2.0373001341247536,1.0964266624231815,0.763642539218073
HTI2018_0879,Artibonite,Urbain,Femme,18-24,18,Non scolarisé,Sans activité/Ménage,0,Oui,Oui,Oui,Oui,Non,Non,Non,Logement gratuit,EDH/Connexion collective,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment budgétiser,Oui,1.1414,4,Ménages sans revenus,-4.094610557936607,2.3971713103298704,-0.1422928216104985
HTI2018_0880,Ouest (reste),Urbain,Homme,25-34,32,Primaire,Commerce informel,3835,Oui,Non,Non,Oui,Non,Oui,Oui,Propriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,1.1307,5,Commerçants informels,0.8215869116290538,-0.058674191868797416,1.2435209977200246
HTI2018_0881,Centre,Urbain,Homme,15-17,15,Secondaire,Artisanat/Production,2749,Oui,Non,Non,Oui,Oui,Oui,Non,Habitation avec propriétaire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle total,Oui,Revenu irrégulier,Comment budgétiser,Oui,3.3533,2,Artisans,-0.3170773696938667,-0.4779022489886601,0.42714354370922913
HTI2018_0882,Aire Métropolitaine,Urbain,Homme,18-24,21,Secondaire,Services/Transport,2359,Oui,Oui,Non,Oui,Oui,Oui,Non,Locataire,Connexion individuelle,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Aucun contrôle,Oui,Pas assez de revenu,Comment investir,Oui,1.8989,1,Prestataires de services,0.7321365896274136,0.163369823244483,-0.5125000978851938
HTI2018_0883,Nord-Ouest,Rural,Femme,15-17,17,Primaire,Agriculture/Élevage,18,Non,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Revenu irrégulier,Comment budgétiser,Oui,1.6941,0,Agriculteurs vulnérables,-2.65232336132986,-0.352581381944413,-1.0935221608667365
HTI2018_0884,Centre,Rural,Homme,18-24,19,Non scolarisé,Emploi salarié formel,6276,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Aucune source,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Oui,Médicaments/Santé,Comment budgétiser,Oui,2.5358,3,Salariés formels,1.1317754944325797,-0.23941665663474906,-1.6461043092420609
HTI2018_0885,Artibonite,Rural,Femme,18-24,22,Non scolarisé,Agriculture/Élevage,2959,Oui,Non,Non,Oui,Non,Non,Non,Copropriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle total,Non,Sans objet,Comment investir,Oui,2.7393,0,Agriculteurs vulnérables,-1.3412637275783725,-2.3020279842705436,-0.7482703013439168
HTI2018_0886,Aire Métropolitaine,Urbain,Femme,35-44,41,Supérieur/Professionnel,Emploi salarié formel,11207,Oui,Oui,Non,Oui,Non,Non,Non,Logement gratuit,Connexion individuelle,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Oui,Souvent,Contrôle avec d'autres,Oui,Dépenses imprévues,Comment investir,Oui,3.0256,3,Salariés formels,2.343689919167139,0.8401642124296855,-1.298056441788108
HTI2018_0887,Aire Métropolitaine,Urbain,Femme,18-24,19,Primaire,Commerce informel,1945,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Panneau solaire,Non,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Jamais,Aucun contrôle,Oui,Frais de scolarité,Comment investir,Oui,0.9715,5,Commerçants informels,-0.2649830773113642,-0.8307985821381643,1.993617401891115
HTI2018_0888,Ouest (reste),Urbain,Homme,60+,74,Non scolarisé,Services/Transport,3362,Non,Non,Non,Non,Non,Oui,Non,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,2.0,1,Prestataires de services,-0.316542086814125,-1.7836668312049833,0.10470155546381812
HTI2018_0889,Centre,Urbain,Femme,25-34,31,Secondaire,Agriculture/Élevage,1600,Non,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Comment obtenir un prêt,Oui,0.8572,0,Agriculteurs vulnérables,-0.8821342099302332,-0.5648480944982097,-0.8843079794863465
HTI2018_0890,Artibonite,Urbain,Homme,25-34,28,Secondaire,Commerce informel,6288,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Oui,Non,Non,Non,Toujours,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,3.2156,5,Commerçants informels,0.9014624414703589,-0.524452585828947,1.8159622860206863
HTI2018_0891,Aire Métropolitaine,Urbain,Homme,35-44,38,Primaire,Commerce informel,5960,Oui,Oui,Oui,Oui,Oui,Non,Non,Propriétaire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Non,Non,Oui,Pas souvent,Contrôle total,Non,Sans objet,Comment budgétiser,Oui,0.8233,5,Commerçants informels,1.9377457592689078,0.2609218283330978,1.0723581519351357
HTI2018_0892,Sud,Urbain,Homme,60+,67,Secondaire,Services/Transport,7404,Oui,Oui,Oui,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Non,Informel seulement,Non,Non,0,Non,Non,Non,Oui,Toujours,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,1.0109,1,Prestataires de services,1.1765135699904794,0.24006535495256595,-0.18987099689042217
HTI2018_0893,Grand-Anse,Rural,Homme,60+,62,Primaire,Agriculture/Élevage,1652,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Aucune source,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Toujours,Contrôle total,Oui,Dépenses imprévues,Comment budgétiser,Oui,1.6192,0,Agriculteurs vulnérables,-0.7548373049759417,-0.8006228593624121,-0.5651027069884526
HTI2018_0895,Nord-Est,Urbain,Femme,18-24,19,Non scolarisé,Commerce informel,4391,Oui,Oui,Oui,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Oui,Oui,Non,Souvent,Contrôle avec d'autres,Non,Sans objet,Comment obtenir un prêt,Oui,2.1194,5,Commerçants informels,1.2489508701133287,-0.318088051715038,1.3663058092616056
HTI2018_0896,Nord-Ouest,Rural,Homme,45-60,58,Non scolarisé,Sans activité/Ménage,319,Non,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment investir,Oui,2.0739,4,Ménages sans revenus,-2.4520736587227394,1.3423796818326177,-0.08104258180086958
HTI2018_0897,Aire Métropolitaine,Urbain,Femme,18-24,21,Secondaire,Commerce informel,3608,Oui,Non,Non,Oui,Oui,Non,Oui,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Oui,Toujours,Contrôle total,Non,Sans objet,Comment obtenir un prêt,Oui,2.161,5,Commerçants informels,1.1944152024745047,0.06660329962924942,1.6215929321293419
HTI2018_0898,Nord,Rural,Femme,35-44,39,Non scolarisé,Sans activité/Ménage,889,Non,Non,Non,Oui,Non,Non,Non,Copropriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Comment budgétiser,Oui,3.1128,4,Ménages sans revenus,-2.5110565340452284,0.7013774505166788,-0.12005731910467803
HTI2018_0899,Aire Métropolitaine,Urbain,Femme,15-17,15,Secondaire,Agriculture/Élevage,1088,Oui,Non,Non,Oui,Oui,Non,Non,Copropriétaire,Connexion individuelle,Oui,Informel seulement,Non,Non,0,Non,Non,Oui,Oui,Toujours,Aucun contrôle,Oui,Revenu irrégulier,Comment budgétiser,Oui,1.0825,0,Agriculteurs vulnérables,-0.25730777635884566,0.08352263663611324,-0.4029084931780903
HTI2018_0900,Aire Métropolitaine,Urbain,Homme,18-24,24,Secondaire,Sans activité/Ménage,0,Oui,Non,Oui,Oui,Oui,Non,Non,Propriétaire,EDH/Connexion collective,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,1.4741,4,Ménages sans revenus,-2.165168813497747,3.6570322676944764,-0.3425149492819097
HTI2018_0901,Aire Métropolitaine,Urbain,Femme,35-44,43,Secondaire,Sans activité/Ménage,1460,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment investir,Oui,1.2907,4,Ménages sans revenus,-0.5162409475775235,2.278258167812862,0.3407698272886296
HTI2018_0902,Artibonite,Urbain,Homme,25-34,25,Non scolarisé,Agriculture/Élevage,1701,Non,Non,Non,Oui,Non,Non,Non,Copropriétaire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Souvent,Contrôle total,Oui,Pas assez de revenu,Comment investir,Oui,3.3736,0,Agriculteurs vulnérables,-1.7648730905565504,-1.7542674371118008,-0.5184583990365691
HTI2018_0903,Centre,Rural,Femme,35-44,42,Secondaire,Agriculture/Élevage,2222,Oui,Oui,Oui,Oui,Non,Non,Non,Propriétaire,Panneau solaire,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Comment épargner,Oui,0.906,0,Agriculteurs vulnérables,-1.2328431624319027,-1.1705731588100536,-0.9235306342785573
HTI2018_0904,Sud,Urbain,Homme,15-17,17,Primaire,Commerce informel,3964,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,1.9048,5,Commerçants informels,0.06034906577893924,-1.3172108820203854,1.375722227710227
HTI2018_0906,Aire Métropolitaine,Urbain,Femme,18-24,23,Secondaire,Agriculture/Élevage,1998,Non,Non,Non,Oui,Oui,Non,Oui,Propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Aucun contrôle,Non,Sans objet,Comment investir,Oui,1.7964,0,Agriculteurs vulnérables,-0.3647096933052942,-0.8161887735057035,-1.0365140395354597
HTI2018_0907,Nord,Urbain,Homme,45-60,51,Non scolarisé,Sans activité/Ménage,566,Non,Non,Non,Oui,Oui,Non,Non,Locataire,EDH/Connexion collective,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.034,4,Ménages sans revenus,-2.1309363728032578,1.4304262072031442,-0.002150018629903622
HTI2018_0908,Centre,Rural,Femme,35-44,35,Primaire,Agriculture/Élevage,581,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle total,Oui,Pas assez de revenu,Comment obtenir un prêt,Oui,3.1906,0,Agriculteurs vulnérables,-1.8195513463548194,-1.1568294600724949,-1.0488580144284305
HTI2018_0909,Centre,Rural,Homme,18-24,20,Secondaire,Services/Transport,5999,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,3.0885,1,Prestataires de services,0.4572079802630518,-1.1225024708878641,-0.3658129984244305
HTI2018_0910,Aire Métropolitaine,Urbain,Homme,60+,73,Supérieur/Professionnel,Commerce informel,3362,Oui,Oui,Oui,Oui,Non,Non,Non,Locataire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Oui,Toujours,Contrôle total,Oui,Pas assez de revenu,Comment investir,Oui,1.6291,5,Commerçants informels,2.628914988693813,1.837157134267519,0.9415589015499206
HTI2018_0911,Ouest (reste),Urbain,Homme,25-34,26,Secondaire,Commerce informel,6736,Oui,Oui,Oui,Oui,Oui,Oui,Non,Logement gratuit,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,2.3799,5,Commerçants informels,1.4902170539535748,-0.17041059473502534,1.2591755955983341
HTI2018_0912,Sud,Urbain,Homme,25-34,26,Supérieur/Professionnel,Agriculture/Élevage,2008,Oui,Non,Non,Oui,Oui,Oui,Non,Logement gratuit,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Non,Toujours,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment investir,Oui,2.8792,0,Agriculteurs vulnérables,-0.6361209326376335,-0.5013951068717404,0.0336124385597877
HTI2018_0913,Nippes,Rural,Homme,25-34,28,Primaire,Agriculture/Élevage,1580,Oui,Oui,Oui,Oui,Oui,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Oui,Revenu irrégulier,Comment budgétiser,Oui,2.8418,0,Agriculteurs vulnérables,-1.2765763364138731,-1.1311996618539364,-0.4353015124253934
HTI2018_0914,Ouest (reste),Urbain,Homme,45-60,48,Primaire,Commerce informel,2836,Non,Non,Non,Oui,Oui,Non,Non,Propriétaire,Panneau solaire,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Souvent,Aucun contrôle,Non,Sans objet,Comment budgétiser,Oui,1.1781,5,Commerçants informels,1.1606898256191773,-0.06721287590453563,1.2682773985489626
HTI2018_0915,Aire Métropolitaine,Urbain,Homme,25-34,25,Secondaire,Commerce informel,6737,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,Aucune source,Non,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Toujours,Ne sait pas,Oui,Dépenses imprévues,Comment obtenir un prêt,Oui,2.9156,5,Commerçants informels,0.8895456708883195,-0.08138697699440096,2.261843221667564
HTI2018_0916,Ouest (reste),Urbain,Femme,60+,77,Secondaire,Services/Transport,3336,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Aucun contrôle,Oui,Dépenses imprévues,Comment obtenir un prêt,Oui,2.7746,1,Prestataires de services,-0.11989223263306385,-0.7068916709333686,-0.09565063525343526
HTI2018_0917,Aire Métropolitaine,Urbain,Femme,60+,65,Secondaire,Commerce informel,4151,Oui,Non,Non,Oui,Non,Oui,Non,Locataire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Ne sait pas/Aucun besoin,Oui,1.192,5,Commerçants informels,-0.22270342526574022,-1.0117533615700303,2.3045232266122992
HTI2018_0918,Aire Métropolitaine,Urbain,Femme,25-34,28,Secondaire,Sans activité/Ménage,0,Oui,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,3.308,4,Ménages sans revenus,-2.881915545629815,3.095713196059901,-0.08081485803020565
HTI2018_0919,Grand-Anse,Rural,Homme,25-34,33,Primaire,Services/Transport,1447,Non,Non,Non,Non,Oui,Non,Non,Propriétaire,Aucune source,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment budgétiser,Oui,2.5875,1,Prestataires de services,0.7898628825225338,-0.23604889199471696,-0.7449622981429687
HTI2018_0920,Nord-Est,Urbain,Homme,18-24,22,Primaire,Services/Transport,6849,Non,Non,Non,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle avec d'autres,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,1.1251,1,Prestataires de services,0.3983361152013551,-1.2389516936800415,-0.382970924687134
HTI2018_0921,Ouest (reste),Rural,Femme,35-44,38,Secondaire,Agriculture/Élevage,1540,Non,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,2.1507,0,Agriculteurs vulnérables,-1.2342960329780666,-0.974925026900663,-0.8880386916849327
HTI2018_0922,Nippes,Rural,Femme,15-17,15,Secondaire,Agriculture/Élevage,1540,Non,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Aucune source,Oui,Bancarisé,Oui,Non,0,Non,Oui,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Revenu irrégulier,Comment budgétiser,Oui,1.4272,0,Agriculteurs vulnérables,1.0292160144587812,0.8772330082592918,-1.3426473100697236
HTI2018_0923,Aire Métropolitaine,Urbain,Homme,15-17,17,Secondaire,Commerce informel,4151,Oui,Non,Non,Non,Oui,Non,Non,Habitation avec propriétaire,Connexion individuelle,Oui,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Toujours,Contrôle total,Oui,Pas assez de revenu,Ne sait pas/Aucun besoin,Oui,1.474,5,Commerçants informels,0.7777549228775252,0.03559025824755918,2.2470398481359743
HTI2018_0924,Aire Métropolitaine,Urbain,Femme,45-60,56,Non scolarisé,Sans activité/Ménage,0,Oui,Non,Non,Oui,Non,Oui,Non,Habitation avec propriétaire,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Oui,Non,Oui,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Comment budgétiser,Oui,0.9929,4,Ménages sans revenus,-3.671808309922318,2.5293056731340218,0.39103307048277486
HTI2018_0925,Nord-Est,Urbain,Homme,35-44,35,Non scolarisé,Services/Transport,8535,Oui,Non,Non,Oui,Oui,Non,Non,Logement gratuit,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,3.1237,1,Prestataires de services,0.2568765523277977,-1.5088872462429102,-0.5856488866263397
HTI2018_0926,Nord-Est,Rural,Homme,45-60,54,Non scolarisé,Agriculture/Élevage,1540,Oui,Non,Non,Oui,Oui,Non,Non,Habitation avec propriétaire,Aucune source,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Souvent,Aucun contrôle,Oui,Pas assez de revenu,Comment épargner,Oui,1.7798,0,Agriculteurs vulnérables,-0.7745160295880843,-0.7743365104910187,-0.7148667438464513
HTI2018_0927,Grand-Anse,Rural,Homme,25-34,30,Primaire,Sans activité/Ménage,814,Non,Non,Non,Oui,Non,Oui,Non,Propriétaire,Aucune source,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Ne sait pas,Oui,Pas assez de revenu,Comment budgétiser,Oui,2.6993,4,Ménages sans revenus,-1.5501897564039455,1.5872260403156402,-0.28205239637535845
HTI2018_0928,Ouest (reste),Rural,Femme,25-34,31,Primaire,Sans activité/Ménage,42,Non,Non,Non,Oui,Oui,Non,Non,Habitation avec propriétaire,Aucune source,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Aucun contrôle,Oui,Revenu irrégulier,Comment budgétiser,Oui,1.4811,4,Ménages sans revenus,-2.710481035167148,1.9633790269770715,0.5802387618924536
HTI2018_0929,Artibonite,Urbain,Femme,35-44,35,Secondaire,Agriculture/Élevage,2101,Non,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion illégale,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.3892,0,Agriculteurs vulnérables,-0.24050873669661582,-0.34118554314156246,-0.5705889638593405
HTI2018_0930,Artibonite,Urbain,Homme,60+,67,Non scolarisé,Agriculture/Élevage,2012,Oui,Non,Non,Oui,Non,Non,Oui,Propriétaire,Connexion individuelle,Oui,Bancarisé,Oui,Non,0,Non,Non,Non,Non,Toujours,Contrôle total,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,1.6739,0,Agriculteurs vulnérables,-0.11370601842532453,-0.9139505451434766,-1.5380027752183678
HTI2018_0931,Aire Métropolitaine,Urbain,Femme,35-44,39,Secondaire,Artisanat/Production,5055,Oui,Oui,Oui,Oui,Oui,Non,Non,Locataire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Souvent,Contrôle total,Non,Sans objet,Comment investir,Oui,2.5391,2,Artisans,0.43220059831331115,-0.6210566755700602,0.4136039931743387
HTI2018_0932,Nord,Rural,Femme,35-44,41,Primaire,Agriculture/Élevage,3235,Oui,Non,Non,Oui,Oui,Oui,Non,Locataire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle avec d'autres,Oui,Dépenses imprévues,Comment épargner,Oui,3.0877,0,Agriculteurs vulnérables,-1.1492257473248622,-1.2517422312964346,-1.0602346637973474
HTI2018_0933,Aire Métropolitaine,Rural,Femme,60+,72,Primaire,Agriculture/Élevage,2420,Oui,Non,Non,Oui,Oui,Oui,Non,Locataire,Aucune source,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Oui,Pas souvent,Aucun contrôle,Oui,Pas assez de revenu,Comment obtenir un prêt,Oui,2.9305,0,Agriculteurs vulnérables,-0.14785190962385802,-0.2119165793830992,-1.2381353755466324
HTI2018_0934,Aire Métropolitaine,Urbain,Femme,25-34,32,Primaire,Commerce informel,4151,Oui,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Oui,Revenu irrégulier,Comment épargner,Oui,2.3506,5,Commerçants informels,1.0421000059621868,0.06797937442717304,1.8199889652570158
HTI2018_0935,Ouest (reste),Rural,Femme,18-24,18,Secondaire,Sans activité/Ménage,453,Non,Non,Non,Non,Oui,Oui,Non,Propriétaire,Panneau solaire,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,0.9468,4,Ménages sans revenus,-1.3096108559666169,1.6292895291120437,0.5820590264616695
HTI2018_0936,Nord-Ouest,Urbain,Homme,45-60,54,Secondaire,Agriculture/Élevage,1435,Oui,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion individuelle,Oui,Bancarisé,Oui,Non,0,Non,Oui,Oui,Oui,Souvent,Contrôle total,Oui,Frais de scolarité,Comment épargner,Oui,1.1099,0,Agriculteurs vulnérables,1.3641321752296558,1.302469607072066,-1.2515557823108934
HTI2018_0937,Aire Métropolitaine,Urbain,Femme,25-34,30,Secondaire,Commerce informel,5809,Oui,Non,Non,Oui,Non,Oui,Non,Locataire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Non,Toujours,Aucun contrôle,Oui,Pas assez de revenu,Comment épargner,Oui,2.2584,5,Commerçants informels,0.042681274372113026,-0.8790856832326626,2.5502402181731054
HTI2018_0938,Grand-Anse,Urbain,Femme,35-44,41,Non scolarisé,Services/Transport,15978,Non,Non,Non,Oui,Non,Non,Oui,Locataire,EDH/Connexion collective,Non,Informel seulement,Non,Non,0,Non,Oui,Oui,Non,Jamais,Contrôle total,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,3.0688,1,Prestataires de services,1.3478344138172782,-1.0994567094164096,-0.7219819727395894
HTI2018_0939,Artibonite,Rural,Femme,25-34,30,Primaire,Artisanat/Production,6995,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,EDH/Connexion collective,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,0.9297,2,Artisans,0.8040327641329552,-0.6499710074732853,-0.04920424683349731
HTI2018_0940,Aire Métropolitaine,Urbain,Homme,60+,74,Secondaire,Emploi salarié formel,14188,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Habitation avec propriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Oui,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment budgétiser,Oui,2.601,3,Salariés formels,4.047651009383107,1.593400348700852,-2.306315404516709
HTI2018_0941,Aire Métropolitaine,Urbain,Homme,15-17,16,Secondaire,Agriculture/Élevage,2760,Non,Non,Non,Oui,Oui,Non,Non,Habitation avec propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,2.4098,0,Agriculteurs vulnérables,-0.5606918630287218,-1.2384537895396102,-0.9647939050748128
HTI2018_0942,Nord,Urbain,Homme,15-17,17,Secondaire,Commerce informel,5149,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment obtenir un prêt,Oui,1.4993,5,Commerçants informels,0.33734576964361507,-1.238186523103304,2.0900541797550845
HTI2018_0943,Aire Métropolitaine,Urbain,Homme,60+,77,Secondaire,Commerce informel,4151,Non,Non,Non,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment investir,Oui,2.4728,5,Commerçants informels,-0.23598510192304695,-1.018765523132972,2.323192465346898
HTI2018_0944,Aire Métropolitaine,Urbain,Femme,18-24,22,Secondaire,Sans activité/Ménage,581,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,EDH/Connexion collective,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.4948,4,Ménages sans revenus,0.38055343332217273,3.6290775416551306,-0.8697227744989156
